date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:51:40	479/479	---MCZ	200	added ('OK')	text/plain	etag:cacheable:83f6f4d693e2b4f6ea4b8c5e4d598b9e	https://porto-demo2.myshopify.com/robots.txt		(from )
20:51:40	138698/138698	---MCZ	200	added ('OK')	text/html	etag:cacheable:852e507d98831eedf235174146acb186	https://porto-demo2.myshopify.com/	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/index.html	(from )
20:51:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:54:39%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/plugins.css?v=58826214593735965551639732924	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/plugins.09cb0.delayed	(from https://porto-demo2.myshopify.com/)
20:51:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:54:41%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/ultramegamenu.css?v=106457412661771523601639732943	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/ultramegamenuee67.css	(from https://porto-demo2.myshopify.com/)
20:51:43	132911/132911	---MCZ	200	added ('OK')	text/css	date:Fri,%2024%20Jun%202022%2014:00:02%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/plugins.css?v=58826214593735965551639732924	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/plugins9cb0.css	(from https://porto-demo2.myshopify.com/)
20:51:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:54:41%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/styles.css?v=180834846243858391561639732940	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/styles620b.css	(from https://porto-demo2.myshopify.com/)
20:51:43	18654/18654	---MCZ	200	added ('OK')	text/css	date:Wed,%2013%20Jul%202022%2000:53:36%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/ultramegamenu.css?v=106457412661771523601639732943	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/ultramegamenuee67.css	(from https://porto-demo2.myshopify.com/)
20:51:43	120443/120443	---MCZ	200	added ('OK')	text/css	date:Thu,%2007%20Jul%202022%2007:04:43%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/styles.css?v=180834846243858391561639732940	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/styles620b.css	(from https://porto-demo2.myshopify.com/)
20:51:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:54:42%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/header-type2.css?v=42331660176126045851639732877	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/header-type27772.css	(from https://porto-demo2.myshopify.com/)
20:51:45	5125/5125	---MCZ	200	added ('OK')	text/css	date:Fri,%2024%20Jun%202022%2014:00:02%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/header-type2.css?v=42331660176126045851639732877	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/header-type27772.css	(from https://porto-demo2.myshopify.com/)
20:51:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:54:43%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/homepage.css?v=139196764768539256851639732883	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/homepage63e3.css	(from https://porto-demo2.myshopify.com/)
20:51:45	27841/27841	---MCZ	200	added ('OK')	text/css	date:Thu,%2007%20Jul%202022%2007:04:43%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/homepage.css?v=139196764768539256851639732883	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/homepage63e3.css	(from https://porto-demo2.myshopify.com/)
20:51:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:54:44%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/product-list.css?v=145866938871942426831639732927	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/product-list073e.css	(from https://porto-demo2.myshopify.com/)
20:51:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:54:44%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/responsive.css?v=172664629932058687001639732931	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/responsive4f24.css	(from https://porto-demo2.myshopify.com/)
20:51:46	45259/45259	---MCZ	200	added ('OK')	text/css	date:Wed,%2013%20Jul%202022%2000:53:36%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/product-list.css?v=145866938871942426831639732927	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/product-list073e.css	(from https://porto-demo2.myshopify.com/)
20:51:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:54:45%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/config.css?v=69282492010372902891639733028	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/configec3b.css	(from https://porto-demo2.myshopify.com/)
20:51:47	22215/22215	---MCZ	200	added ('OK')	text/css	date:Wed,%2013%20Jul%202022%2012:16:06%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/responsive.css?v=172664629932058687001639732931	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/responsive4f24.css	(from https://porto-demo2.myshopify.com/)
20:51:47	22608/22608	---MCZ	200	added ('OK')	text/css	date:Mon,%2011%20Jul%202022%2010:18:23%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/config.css?v=69282492010372902891639733028	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/configec3b.css	(from https://porto-demo2.myshopify.com/)
20:51:48	139016/139016	---MCZ	200	added ('OK')	text/html	etag:cacheable:39c0527b8275969054bd60eff5bdb71b	https://porto-demo2.myshopify.com/de	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/de.html	(from https://porto-demo2.myshopify.com/)
20:51:50	1922/1922	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2015%20Jul%202022%2015:35:58%20GMT	https://cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	C:/My%20Web%20Sites/porto/cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	(from https://porto-demo2.myshopify.com/)
20:51:50	139818/139818	---MCZ	200	added ('OK')	text/html	etag:cacheable:e6c95458ba04db4e6929a0ef1937cef6	https://porto-demo2.myshopify.com/fr	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr.html	(from https://porto-demo2.myshopify.com/)
20:51:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:54:49%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-37a17a663bce00c3e1703d247d958d410831e9e5dac457e1e9aa9f37481e2eb5.js	C:/My%20Web%20Sites/porto/cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-37a17a663bce00c3e1703d247d958d410831e9e5dac457e1e9aa9f37481e2eb5.13.delayed	(from https://porto-demo2.myshopify.com/)
20:51:50	9921/9921	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2011%20May%202022%2023:18:02%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-37a17a663bce00c3e1703d247d958d410831e9e5dac457e1e9aa9f37481e2eb5.js	C:/My%20Web%20Sites/porto/cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-37a17a663bce00c3e1703d247d958d410831e9e5dac457e1e9aa9f37481e2eb5.js	(from https://porto-demo2.myshopify.com/)
20:51:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:54:49%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	C:/My%20Web%20Sites/porto/cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.15.delayed	(from https://porto-demo2.myshopify.com/)
20:51:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:54:50%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/compiled_assets/styles.css?1841	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/compiled_assets/styles.17e8df.delayed	(from https://porto-demo2.myshopify.com/)
20:51:51	37632/37632	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2012%20May%202022%2001:45:15%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	C:/My%20Web%20Sites/porto/cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	(from https://porto-demo2.myshopify.com/)
20:51:53	64/64	---MCZ	200	added ('OK')	text/css	date:Mon,%2011%20Jul%202022%2010:18:23%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/compiled_assets/styles.css?1841	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/compiled_assets/stylese8df.css	(from https://porto-demo2.myshopify.com/)
20:51:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:54:53%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/compiled_assets/scripts.js?1841	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/compiled_assets/scripts.19e8df.delayed	(from https://porto-demo2.myshopify.com/)
20:51:55	0/0	---M--	200	added ('OK')	text/javascript	date:Mon,%2011%20Jul%202022%2008:55:29%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/compiled_assets/scripts.js?1841	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/compiled_assets/scriptse8df.js	(from https://porto-demo2.myshopify.com/)
20:51:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:54:53%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/vendor.js?v=101386163515925355001639732944	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/vendore456.js	(from https://porto-demo2.myshopify.com/)
20:51:56	82248/82248	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:0dd3131c27cae47c968d7f4d8bb24cc7	https://porto-demo2.myshopify.com/POST	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/POST	(from https://porto-demo2.myshopify.com/)
20:51:56	80555/80555	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2011%20Jul%202022%2008:51:03%20GMT	https://cdn.shopify.com/s/trekkie.storefront.895d46718ded6fc0a87679def5a003038d4e409b.min.js	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/trekkie.storefront.895d46718ded6fc0a87679def5a003038d4e409b.min.js	(from https://porto-demo2.myshopify.com/)
20:51:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:54:55%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-fa61fd11817b231631d2fe43dc869d0b1d14a06332792d42f1a1d94bda5aa31e.js	C:/My%20Web%20Sites/porto/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-fa61fd11817b231631d2fe43dc869d0b1d14a06332792d42f1a1d94bda5aa31e.1f.delayed	(from https://porto-demo2.myshopify.com/)
20:51:57	144619/144619	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2011%20Jul%202022%2008:55:28%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/vendor.js?v=101386163515925355001639732944	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/vendore456.js	(from https://porto-demo2.myshopify.com/)
20:51:58	8110/8110	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2012%20May%202022%2002:56:30%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-fa61fd11817b231631d2fe43dc869d0b1d14a06332792d42f1a1d94bda5aa31e.js	C:/My%20Web%20Sites/porto/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-fa61fd11817b231631d2fe43dc869d0b1d14a06332792d42f1a1d94bda5aa31e.js	(from https://porto-demo2.myshopify.com/)
20:51:58	59401/59401	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2017%20Jun%202022%2016:57:24%20GMT	https://cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/My%20Web%20Sites/porto/cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://porto-demo2.myshopify.com/)
20:51:58	135/135	---MC-	302	error ('Found')	text/html	date:Fri,%2015%20Jul%202022%2015:54:57%20GMT	https://porto-demo2.myshopify.com/account	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/account	(from https://porto-demo2.myshopify.com/)
20:51:59	88137/88137	---MCZ	200	added ('OK')	text/html	etag:cacheable:95ba0b50e003eec90defc5324e92a4e0	https://porto-demo2.myshopify.com/account/login?return_url=%2Faccount	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/account/login4236.html	(from https://porto-demo2.myshopify.com/)
20:52:00	92667/92667	---MCZ	200	added ('OK')	text/html	etag:cacheable:8bb7f8fe9ccf7bcabca4f60f290c5f70	https://porto-demo2.myshopify.com/pages/about-us	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/pages/about-us.html	(from https://porto-demo2.myshopify.com/)
20:52:00	97549/97549	---MCZ	200	added ('OK')	text/html	etag:cacheable:4087d75e9beffb95d1755a1990a0cba1	https://porto-demo2.myshopify.com/blogs/news	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/blogs/news.html	(from https://porto-demo2.myshopify.com/)
20:52:01	84141/84141	---MCZ	200	added ('OK')	text/html	etag:cacheable:e14d0bd121039a70b711e7be236cf559	https://porto-demo2.myshopify.com/cart	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/cart.html	(from https://porto-demo2.myshopify.com/)
20:52:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:55:00%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/en.png?v=156887739256750668521639732860	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/en.281146.delayed	(from https://porto-demo2.myshopify.com/)
20:52:02	88057/88057	---MCZ	200	added ('OK')	text/html	etag:cacheable:daf7e34417e58da3da96c15eaf81d254	https://porto-demo2.myshopify.com/account/login	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/account/login.html	(from https://porto-demo2.myshopify.com/)
20:52:02	798/798	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2015:55:01%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/en.png?v=156887739256750668521639732860	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/en1146.png	(from https://porto-demo2.myshopify.com/)
20:52:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:55:01%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/de.png?v=328668538024613771639732859	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/de1541.png	(from https://porto-demo2.myshopify.com/)
20:52:03	429/429	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2015:55:01%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/de.png?v=328668538024613771639732859	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/de1541.png	(from https://porto-demo2.myshopify.com/)
20:52:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:55:02%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/fr.png?v=103902703118731355171639732869	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/frff76.png	(from https://porto-demo2.myshopify.com/)
20:52:04	673/673	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2015:55:02%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/fr.png?v=103902703118731355171639732869	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/frff76.png	(from https://porto-demo2.myshopify.com/)
20:52:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:55:03%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/logo_white_new.png?v=67322288614236118271639732913	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/logo_white_new4426.png	(from https://porto-demo2.myshopify.com/)
20:52:05	2925/2925	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2015:55:03%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/logo_white_new.png?v=67322288614236118271639732913	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/logo_white_new4426.png	(from https://porto-demo2.myshopify.com/)
20:52:06	125154/125154	---MCZ	200	added ('OK')	text/html	etag:cacheable:5d559ffa4f5ba1d4bc75d0b50e4bac1b	https://porto-demo2.myshopify.com/collections/best-selling-products	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/collections/best-selling-products.html	(from https://porto-demo2.myshopify.com/)
20:52:07	133590/133590	---MCZ	200	added ('OK')	text/html	etag:cacheable:df034e3a3deb6415cd9bf8dc48d19feb	https://porto-demo2.myshopify.com/collections/blouse	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/collections/blouse.html	(from https://porto-demo2.myshopify.com/)
20:52:08	133559/133559	---MCZ	200	added ('OK')	text/html	etag:cacheable:3d36330ed383a8baf955803c9fc91eff	https://porto-demo2.myshopify.com/collections/dress	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/collections/dress.html	(from https://porto-demo2.myshopify.com/)
20:52:08	122668/122668	---MCZ	200	added ('OK')	text/html	etag:cacheable:aae26cfb70a744a0aa5a263dbb37b9bc	https://porto-demo2.myshopify.com/collections/electronics	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/collections/electronics.html	(from https://porto-demo2.myshopify.com/)
20:52:09	131012/131012	---MCZ	200	added ('OK')	text/html	etag:cacheable:c1fb40c3dda5664ccc1104384f3798f7	https://porto-demo2.myshopify.com/collections/featured-products	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/collections/featured-products.html	(from https://porto-demo2.myshopify.com/)
20:52:09	130594/130594	---MCZ	200	added ('OK')	text/html	etag:cacheable:f2984388bf60b1654f8246bae6735afc	https://porto-demo2.myshopify.com/collections/latest-products	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/collections/latest-products.html	(from https://porto-demo2.myshopify.com/)
20:52:10	168391/168391	---MCZ	200	added ('OK')	text/html	etag:cacheable:f9974aef0307f8d4a5dc62768d37c372	https://porto-demo2.myshopify.com/collections/shop	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/collections/shop.html	(from https://porto-demo2.myshopify.com/)
20:52:11	131210/131210	---MCZ	200	added ('OK')	text/html	etag:cacheable:3fe8f333f89eaf7bc6f5477638cfa3a2	https://porto-demo2.myshopify.com/collections/top-rated-products	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/collections/top-rated-products.html	(from https://porto-demo2.myshopify.com/)
20:52:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:55:10%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/files/shop2_header_phone.png	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/files/shop2_header_phone.png	(from https://porto-demo2.myshopify.com/)
20:52:12	120549/120549	---MCZ	200	added ('OK')	text/html	etag:cacheable:e41440c556ac17a762cb670e1241c517	https://porto-demo2.myshopify.com/collections/watches	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/collections/watches.html	(from https://porto-demo2.myshopify.com/)
20:52:13	926/926	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2015:55:11%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/files/shop2_header_phone.png	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/files/shop2_header_phone.png	(from https://porto-demo2.myshopify.com/)
20:52:13	18027/18027	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2015:55:12%20GMT	https://cdn.shopify.com/s/files/1/1613/0109/files/menu-banner.jpg?v=1604723000	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1613/0109/files/menu-banner7ff2.jpg	(from https://porto-demo2.myshopify.com/)
20:52:14	150224/150224	---MCZ	200	added ('OK')	text/html	etag:cacheable:4a98a1991fa30ce32b8e825bd711ecc9	https://porto-demo2.myshopify.com/products/black-belt	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/products/black-belt.html	(from https://porto-demo2.myshopify.com/)
20:52:15	152759/152759	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2015:55:13%20GMT	https://cdn.shopify.com/s/files/1/1613/0109/files/menu_banner_right_2.png	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1613/0109/files/menu_banner_right_2.png	(from https://porto-demo2.myshopify.com/)
20:52:15	87737/87737	---MCZ	200	added ('OK')	text/html	etag:cacheable:a895ce6ef6a64787818f220238ef3fc4	https://porto-demo2.myshopify.com/pages/contact	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/pages/contact.html	(from https://porto-demo2.myshopify.com/)
20:52:17	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2015%20Jul%202022%2015:55:15%20GMT	https://porto-demo2.myshopify.com/checkout	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/checkout	(from https://porto-demo2.myshopify.com/)
20:52:17	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2015%20Jul%202022%2015:55:16%20GMT	https://porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db	(from https://porto-demo2.myshopify.com/)
20:52:18	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2015%20Jul%202022%2015:55:16%20GMT	https://porto-demo2.myshopify.com/checkout	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/checkout	(from https://porto-demo2.myshopify.com/)
20:52:18	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2015%20Jul%202022%2015:55:17%20GMT	https://porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db	(from https://porto-demo2.myshopify.com/)
20:52:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:55:17%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/section-testimonials.css?v=84949072041685779621639732934	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/section-testimonials5168.css	(from https://porto-demo2.myshopify.com/)
20:52:18	6212/6212	---MCZ	200	added ('OK')	text/css	date:Mon,%2011%20Jul%202022%2010:18:23%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/section-testimonials.css?v=84949072041685779621639732934	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/section-testimonials5168.css	(from https://porto-demo2.myshopify.com/)
20:52:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:55:17%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/section-blog-posts.css?v=79615050514198099681639732932	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/section-blog-posts27c9.css	(from https://porto-demo2.myshopify.com/)
20:52:19	871/871	---MCZ	200	added ('OK')	text/css	date:Mon,%2011%20Jul%202022%2010:18:23%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/section-blog-posts.css?v=79615050514198099681639732932	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/section-blog-posts27c9.css	(from https://porto-demo2.myshopify.com/)
20:52:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:55:18%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/section-main.css?v=42045506900010228941639732933	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/section-main74d0.css	(from https://porto-demo2.myshopify.com/)
20:52:19	4699/4699	---MCZ	200	added ('OK')	text/css	date:Mon,%2011%20Jul%202022%2010:18:23%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/section-main.css?v=42045506900010228941639732933	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/section-main74d0.css	(from https://porto-demo2.myshopify.com/)
20:52:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:55:18%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/files/shop2_home_slider1.jpg?v=1597739947	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/files/shop2_home_slider14878.jpg	(from https://porto-demo2.myshopify.com/)
20:52:20	30271/30271	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2015:55:18%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/files/shop2_home_slider1.jpg?v=1597739947	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/files/shop2_home_slider14878.jpg	(from https://porto-demo2.myshopify.com/)
20:52:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2015:55:19%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/files/shop2_home_slider2.jpg?v=1597739951	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/files/shop2_home_slider24a9e.jpg	(from https://porto-demo2.myshopify.com/)
