date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:59:17	15768/15768	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:7420403338de27e8b9515351e9a9e58e	https://porto-demo2.myshopify.com/fr/collections/latest-products.atom	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/latest-products.atom	(from https://porto-demo2.myshopify.com/fr/collections/latest-products)
20:59:17	8048/8048	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:e7054bbfc06f6b4e34b5933828d2e529	https://porto-demo2.myshopify.com/fr/collections/latest-products.oembed	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/latest-products.oembed	(from https://porto-demo2.myshopify.com/fr/collections/latest-products)
20:59:18	161351/161351	---MCZ	200	added ('OK')	text/html	etag:cacheable:ed5f52a9d833721b299f48fe9378cd94	https://porto-demo2.myshopify.com/fr/collections/latest-products/products/men-casual-shoes	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/latest-products/products/men-casual-shoes.html	(from https://porto-demo2.myshopify.com/fr/collections/latest-products)
20:59:19	171942/171942	---MCZ	200	added ('OK')	text/html	etag:cacheable:6c4444094b1f74becd2b605e82f757e6	https://porto-demo2.myshopify.com/fr/collections/latest-products/products/laptop-case-bag	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/latest-products/products/laptop-case-bag.html	(from https://porto-demo2.myshopify.com/fr/collections/latest-products)
20:59:19	189259/189259	---MCZ	200	added ('OK')	text/html	etag:cacheable:31541f6d8591d4ab38ee844636d5b7f3	https://porto-demo2.myshopify.com/fr/collections/latest-products/products/casual-brown-bag	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/latest-products/products/casual-brown-bag.html	(from https://porto-demo2.myshopify.com/fr/collections/latest-products)
20:59:20	149035/149035	---MCZ	200	added ('OK')	text/html	etag:cacheable:d3aeba40060341d69265b2bb2f982f96	https://porto-demo2.myshopify.com/fr/collections/latest-products/products/brown-long-shoes	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/latest-products/products/brown-long-shoes.html	(from https://porto-demo2.myshopify.com/fr/collections/latest-products)
20:59:20	122/122	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2016:02:18%20GMT	https://porto-demo2.myshopify.com/fr/collections/all/products/black-belt	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/all/products/black-belt	(from https://porto-demo2.myshopify.com/fr/collections/latest-products)
20:59:20	122/122	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2016:02:19%20GMT	https://porto-demo2.myshopify.com/fr/collections/all/products/black-belt	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/all/products/black-belt	(from https://porto-demo2.myshopify.com/fr/collections/latest-products)
20:59:21	45428/45428	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:9b0ce4faf1c887ee4d6373d29931f397	https://porto-demo2.myshopify.com/fr/collections/shop.atom	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/shop.atom	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:21	135811/135811	---MCZ	200	added ('OK')	text/html	etag:cacheable:396f0c6a66b0333b77ec493697f4e826	https://porto-demo2.myshopify.com/fr/collections/shop?page=2	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/shop4658.html	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:22	26261/26261	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:91c71395357d153a2a76815cdb7c20c6	https://porto-demo2.myshopify.com/fr/collections/shop.oembed	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/shop.oembed	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:22	155618/155618	---MCZ	200	added ('OK')	text/html	etag:cacheable:d157c551b4cf99ff3cb5e280667629f8	https://porto-demo2.myshopify.com/fr/collections/shop/products/women-spring-casual-shoes	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/shop/products/women-spring-casual-shoes.html	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:23	33922/33922	---MCZ	200	added ('OK')	text/html	etag:cacheable:700ac703b029e3a28170491ad2e3486c	https://porto-demo2.myshopify.com/fr/products/women-spring-casual-shoes?view=quickview	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/products/women-spring-casual-shoes95b3.html	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:23	162340/162340	---MCZ	200	added ('OK')	text/html	etag:cacheable:f9a9797d99a190c61098fa336a7efc81	https://porto-demo2.myshopify.com/fr/collections/shop/products/women-casual-bag-spring	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/shop/products/women-casual-bag-spring.html	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:24	150158/150158	---MCZ	200	added ('OK')	text/html	etag:cacheable:d0c703f4298357c3ea88a6a81097552b	https://porto-demo2.myshopify.com/fr/collections/shop/products/travel-bag	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/shop/products/travel-bag.html	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:24	28782/28782	---MCZ	200	added ('OK')	text/html	etag:cacheable:bf42d0781a20a1fd947150314ea0cae8	https://porto-demo2.myshopify.com/fr/products/travel-bag?view=quickview	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/products/travel-bag95b3.html	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:25	160382/160382	---MCZ	200	added ('OK')	text/html	etag:cacheable:214cc4977f561441b58c4bc47eb63c52	https://porto-demo2.myshopify.com/fr/collections/shop/products/silver-porto-headset	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/shop/products/silver-porto-headset.html	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:26	161571/161571	---MCZ	200	added ('OK')	text/html	etag:cacheable:3ab415887e6680ed723027a958f09370	https://porto-demo2.myshopify.com/fr/collections/shop/products/men-casual-shoes	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/shop/products/men-casual-shoes.html	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:26	162455/162455	---MCZ	200	added ('OK')	text/html	etag:cacheable:386a5163fec9437cf0175715f77fcc82	https://porto-demo2.myshopify.com/fr/collections/shop/products/men-brown-belt	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/shop/products/men-brown-belt.html	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:27	171619/171619	---MCZ	200	added ('OK')	text/html	etag:cacheable:7284920367587934fb9da1f51b12f0b4	https://porto-demo2.myshopify.com/fr/collections/shop/products/laptop-case-bag	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/shop/products/laptop-case-bag.html	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:28	147660/147660	---MCZ	200	added ('OK')	text/html	etag:cacheable:43f1010a59fe2eca1fb06b12a06bc21d	https://porto-demo2.myshopify.com/fr/collections/shop/products/high-hill-casual	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/shop/products/high-hill-casual.html	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:28	188942/188942	---MCZ	200	added ('OK')	text/html	etag:cacheable:97b603767fa4513d526a31c3aada8122	https://porto-demo2.myshopify.com/fr/collections/shop/products/casual-brown-bag	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/shop/products/casual-brown-bag.html	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:29	149259/149259	---MCZ	200	added ('OK')	text/html	etag:cacheable:ddd33b40edd772c729fa1409c600fb3a	https://porto-demo2.myshopify.com/fr/collections/shop/products/brown-long-shoes	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/shop/products/brown-long-shoes.html	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:29	147405/147405	---MCZ	200	added ('OK')	text/html	etag:cacheable:e5e7a2b25dde494aca996ec292329851	https://porto-demo2.myshopify.com/fr/collections/shop/products/brown-backpack	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/shop/products/brown-backpack.html	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:30	164797/164797	---MCZ	200	added ('OK')	text/html	etag:cacheable:4509c6812aeb6eab1e586265239bb663	https://porto-demo2.myshopify.com/fr/collections/shop/products/blue-shoes	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/shop/products/blue-shoes.html	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:30	122/122	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2016:02:29%20GMT	https://porto-demo2.myshopify.com/fr/collections/all/products/black-belt	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/all/products/black-belt	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:31	122/122	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2016:02:29%20GMT	https://porto-demo2.myshopify.com/fr/collections/all/products/black-belt	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/all/products/black-belt	(from https://porto-demo2.myshopify.com/fr/collections/shop)
20:59:31	18529/18529	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:62155b53e9e08e6335d6b406b22ef64d	https://porto-demo2.myshopify.com/fr/collections/top-rated-products.atom	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/top-rated-products.atom	(from https://porto-demo2.myshopify.com/fr/collections/top-rated-products)
20:59:31	9234/9234	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:367b1eda91470206627d59649ebabb65	https://porto-demo2.myshopify.com/fr/collections/top-rated-products.oembed	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/top-rated-products.oembed	(from https://porto-demo2.myshopify.com/fr/collections/top-rated-products)
20:59:32	161435/161435	---MCZ	200	added ('OK')	text/html	etag:cacheable:a5aea31f4841eb4f1499d21e3d989610	https://porto-demo2.myshopify.com/fr/collections/top-rated-products/products/men-casual-shoes	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/top-rated-products/products/men-casual-shoes.html	(from https://porto-demo2.myshopify.com/fr/collections/top-rated-products)
20:59:33	172029/172029	---MCZ	200	added ('OK')	text/html	etag:cacheable:2f8072dae8e2955676b295f4290bb026	https://porto-demo2.myshopify.com/fr/collections/top-rated-products/products/laptop-case-bag	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/top-rated-products/products/laptop-case-bag.html	(from https://porto-demo2.myshopify.com/fr/collections/top-rated-products)
20:59:33	189334/189334	---MCZ	200	added ('OK')	text/html	etag:cacheable:c1cf2fcd350c3878a4e27a416faa5da0	https://porto-demo2.myshopify.com/fr/collections/top-rated-products/products/casual-brown-bag	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/top-rated-products/products/casual-brown-bag.html	(from https://porto-demo2.myshopify.com/fr/collections/top-rated-products)
20:59:34	164661/164661	---MCZ	200	added ('OK')	text/html	etag:cacheable:008e88db6365734cda9f8acf0aa7113f	https://porto-demo2.myshopify.com/fr/collections/top-rated-products/products/blue-shoes	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/top-rated-products/products/blue-shoes.html	(from https://porto-demo2.myshopify.com/fr/collections/top-rated-products)
20:59:34	122/122	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2016:02:33%20GMT	https://porto-demo2.myshopify.com/fr/collections/all/products/black-belt	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/all/products/black-belt	(from https://porto-demo2.myshopify.com/fr/collections/top-rated-products)
20:59:35	122/122	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2016:02:33%20GMT	https://porto-demo2.myshopify.com/fr/collections/all/products/black-belt	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/all/products/black-belt	(from https://porto-demo2.myshopify.com/fr/collections/top-rated-products)
20:59:35	8125/8125	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:1c931148d86450f6acd891cff0ba4fec	https://porto-demo2.myshopify.com/fr/collections/watches.atom	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/watches.atom	(from https://porto-demo2.myshopify.com/fr/collections/watches)
20:59:36	4302/4302	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:8e7f5170327acb122e94415cb2c84d07	https://porto-demo2.myshopify.com/fr/collections/watches.oembed	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/watches.oembed	(from https://porto-demo2.myshopify.com/fr/collections/watches)
20:59:36	155696/155696	---MCZ	200	added ('OK')	text/html	etag:cacheable:2b1b6c4588592248a582b35c2c9dc15f	https://porto-demo2.myshopify.com/fr/collections/watches/products/women-spring-casual-shoes	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/watches/products/women-spring-casual-shoes.html	(from https://porto-demo2.myshopify.com/fr/collections/watches)
20:59:37	160495/160495	---MCZ	200	added ('OK')	text/html	etag:cacheable:b3b6300a93c62176ad109f6f81d0d11c	https://porto-demo2.myshopify.com/fr/collections/watches/products/silver-porto-headset	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/watches/products/silver-porto-headset.html	(from https://porto-demo2.myshopify.com/fr/collections/watches)
20:59:37	146976/146976	---MCZ	200	added ('OK')	text/html	etag:cacheable:cc4bd92b608f2990a5e9eb1487c77b17	https://porto-demo2.myshopify.com/fr/collections/watches/products/brown-backpack	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/watches/products/brown-backpack.html	(from https://porto-demo2.myshopify.com/fr/collections/watches)
20:59:38	122/122	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2016:02:36%20GMT	https://porto-demo2.myshopify.com/fr/collections/all/products/black-belt	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/all/products/black-belt	(from https://porto-demo2.myshopify.com/fr/collections/watches)
20:59:38	122/122	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2016:02:37%20GMT	https://porto-demo2.myshopify.com/fr/collections/all/products/black-belt	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/collections/all/products/black-belt	(from https://porto-demo2.myshopify.com/fr/collections/watches)
20:59:39	165364/165364	---MCZ	200	added ('OK')	text/html	etag:cacheable:abd31004ccb52bd2a76b2a4ea8003392	https://porto-demo2.myshopify.com/collections/all	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/collections/all.html	(from https://porto-demo2.myshopify.com/fr/cart)
20:59:39	1357/1357	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:9c387e622ba70336e141f169ca423f70	https://porto-demo2.myshopify.com/fr/products/black-belt.oembed	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/products/black-belt.oembed	(from https://porto-demo2.myshopify.com/fr/products/black-belt)
20:59:40	82248/82248	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:0dd3131c27cae47c968d7f4d8bb24cc7	https://porto-demo2.myshopify.com/fr/products/POST	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/products/POST	(from https://porto-demo2.myshopify.com/fr/products/black-belt)
20:59:41	160666/160666	---MCZ	200	added ('OK')	text/html	etag:cacheable:b6512c50ab5c1677dec0261f074c0b0b	https://porto-demo2.myshopify.com/fr/products/men-brown-belt	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/products/men-brown-belt.html	(from https://porto-demo2.myshopify.com/fr/products/black-belt)
20:59:41	159812/159812	---MCZ	200	added ('OK')	text/html	etag:cacheable:1bfd7cee96386cdbc02a321aaf16a3cc	https://porto-demo2.myshopify.com/fr/products/men-casual-shoes	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/products/men-casual-shoes.html	(from https://porto-demo2.myshopify.com/fr/products/black-belt)
20:59:42	82248/82248	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:0dd3131c27cae47c968d7f4d8bb24cc7	https://porto-demo2.myshopify.com/fr/account/POST	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/account/POST	(from https://porto-demo2.myshopify.com/fr/account/login?return_url=%2Ffr%2Faccount)
20:59:42	2192/2192	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:9149d30ae6d0e797f3c0f96346e10928	https://porto-demo2.myshopify.com/fr/products/blue-high-hill.oembed	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/products/blue-high-hill.oembed	(from https://porto-demo2.myshopify.com/fr/products/blue-high-hill)
20:59:43	2553/2553	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:58bc5eb3fa9e4f93fdacdf78716f4c4c	https://porto-demo2.myshopify.com/fr/products/blue-shoes.oembed	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/products/blue-shoes.oembed	(from https://porto-demo2.myshopify.com/fr/products/blue-shoes)
20:59:44	160571/160571	---MCZ	200	added ('OK')	text/html	etag:cacheable:1e6a6d101b09bcdc82a9c9ed4cb8508f	https://porto-demo2.myshopify.com/fr/products/women-casual-bag-spring	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/products/women-casual-bag-spring.html	(from https://porto-demo2.myshopify.com/fr/products/blue-shoes)
20:59:44	1372/1372	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:e4481560a4f69b80323b3d9189b8ceed	https://porto-demo2.myshopify.com/fr/products/brown-backpack.oembed	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/products/brown-backpack.oembed	(from https://porto-demo2.myshopify.com/fr/products/brown-backpack)
20:59:45	1379/1379	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:dd1f6aebe9624f1002321425d18a310d	https://porto-demo2.myshopify.com/fr/products/brown-long-shoes.oembed	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/products/brown-long-shoes.oembed	(from https://porto-demo2.myshopify.com/fr/products/brown-long-shoes)
20:59:45	3021/3021	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:2541f193a7fc5c11e2fde6ae9c922088	https://porto-demo2.myshopify.com/fr/products/casual-brown-bag.oembed	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/products/casual-brown-bag.oembed	(from https://porto-demo2.myshopify.com/fr/products/casual-brown-bag)
20:59:46	1378/1378	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:6321f53bce8d44e9f7b5ccec299a1a28	https://porto-demo2.myshopify.com/fr/products/high-hill-casual.oembed	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/products/high-hill-casual.oembed	(from https://porto-demo2.myshopify.com/fr/products/high-hill-casual)
20:59:47	2251/2251	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:abbcea6fea503472af8c6ceb39884195	https://porto-demo2.myshopify.com/fr/products/laptop-case-bag.oembed	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/products/laptop-case-bag.oembed	(from https://porto-demo2.myshopify.com/fr/products/laptop-case-bag)
20:59:47	85989/85989	---MCZ	200	added ('OK')	text/html	etag:cacheable:827a9e9000f871a64c5032d99bc02a1f	https://porto-demo2.myshopify.com/de/account/register	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/de/account/register.html	(from https://porto-demo2.myshopify.com/account/register)
20:59:48	0/-1	---M--	302	error ('')			https://porto-demo2.myshopify.com/checkout	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/checkout.402.delayed	(from https://porto-demo2.myshopify.com/account/register)
20:59:48	0/-1	---M--	302	error ('')			https://porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db.403.delayed	(from https://porto-demo2.myshopify.com/account/register)
20:59:48	0/-1	---M--	302	error ('')			https://porto-demo2.myshopify.com/checkout	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/checkout.404.delayed	(from https://porto-demo2.myshopify.com/account/register)
20:59:48	0/-1	---M--	302	error ('')			https://porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db.405.delayed	(from https://porto-demo2.myshopify.com/account/register)
20:59:48	86268/86268	---MCZ	200	added ('OK')	text/html	etag:cacheable:5118b2c77002b43e8e55c09d8c57bf70	https://porto-demo2.myshopify.com/fr/account/register	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/fr/account/register.html	(from https://porto-demo2.myshopify.com/account/register)
20:59:49	6832/6832	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2016:02:48%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/history-thumb.png	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/history-thumb.png	(from https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/pages.css?v=150983712209075342881639732922)
20:59:50	82248/82248	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:0dd3131c27cae47c968d7f4d8bb24cc7	https://porto-demo2.myshopify.com/blogs/news/POST	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/blogs/news/POST	(from https://porto-demo2.myshopify.com/blogs/news/post-format-video)
20:59:50	0/-1	---M--	302	error ('')			https://porto-demo2.myshopify.com/checkout	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/checkout.408.delayed	(from https://porto-demo2.myshopify.com/blogs/news/post-format-video)
20:59:50	0/-1	---M--	302	error ('')			https://porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db.409.delayed	(from https://porto-demo2.myshopify.com/blogs/news/post-format-video)
20:59:50	0/-1	---M--	302	error ('')			https://porto-demo2.myshopify.com/checkout	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/checkout.40a.delayed	(from https://porto-demo2.myshopify.com/blogs/news/post-format-video)
20:59:50	0/-1	---M--	302	error ('')			https://porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db.40b.delayed	(from https://porto-demo2.myshopify.com/blogs/news/post-format-video)
20:59:51	171/171	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2015%20Jul%202022%2016:02:49%20GMT	http://s7.addthis.com/js/300/addthis_widget.js	C:/My%20Web%20Sites/porto/s7.addthis.com/js/300/addthis_widget.40c.delayed	(from https://porto-demo2.myshopify.com/blogs/news/post-format-video)
20:59:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2016:02:51%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/avatar.jpg?v=95947135522989052411639732844	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/avatar.40e24fd.delayed	(from https://porto-demo2.myshopify.com/blogs/news/post-format-video)
20:59:53	361292/361292	---M-Z	200	added ('OK')	application/javascript	etag:%225f971164-5834c%22	https://s7.addthis.com/js/300/addthis_widget.js	C:/My%20Web%20Sites/porto/s7.addthis.com/js/300/addthis_widget.js	(from https://porto-demo2.myshopify.com/blogs/news/post-format-video)
20:59:53	1373/1373	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2016:02:51%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/t/42/assets/avatar.jpg?v=95947135522989052411639732844	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/t/42/assets/avatar24fd.jpg	(from https://porto-demo2.myshopify.com/blogs/news/post-format-video)
20:59:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2016:02:52%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/articles/01_grande_2841dd45-f8bd-479e-81ae-36726f4711a6_400x.jpg?v=1480565257	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/articles/01_grande_2841dd45-f8bd-479e-81ae-36726f4711a6_400x9257.jpg	(from https://porto-demo2.myshopify.com/blogs/news/post-format-video)
20:59:56	15521/15521	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2016:02:53%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/articles/01_grande_2841dd45-f8bd-479e-81ae-36726f4711a6_400x.jpg?v=1480565257	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/articles/01_grande_2841dd45-f8bd-479e-81ae-36726f4711a6_400x9257.jpg	(from https://porto-demo2.myshopify.com/blogs/news/post-format-video)
20:59:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Jul%202022%2016:02:54%20GMT	http://cdn.shopify.com/s/files/1/1612/9747/articles/02_grande_5d9853f1-e056-4c89-bff1-6f0326b275b2_400x.jpg?v=1480565165	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/articles/02_grande_5d9853f1-e056-4c89-bff1-6f0326b275b2_400x4ee4.jpg	(from https://porto-demo2.myshopify.com/blogs/news/post-format-video)
20:59:56	0/-1	---M--	302	error ('')			https://porto-demo2.myshopify.com/checkout	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/checkout.414.delayed	(from https://porto-demo2.myshopify.com/blogs/news/post-format-image-gallery)
20:59:56	0/-1	---M--	302	error ('')			https://porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db.415.delayed	(from https://porto-demo2.myshopify.com/blogs/news/post-format-image-gallery)
20:59:56	0/-1	---M--	302	error ('')			https://porto-demo2.myshopify.com/checkout	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/checkout.416.delayed	(from https://porto-demo2.myshopify.com/blogs/news/post-format-image-gallery)
20:59:56	0/-1	---M--	302	error ('')			https://porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db	C:/My%20Web%20Sites/porto/porto-demo2.myshopify.com/16129747/checkouts/ce11ee92b230d9631e842fb83c8ba5db.417.delayed	(from https://porto-demo2.myshopify.com/blogs/news/post-format-image-gallery)
20:59:56	5535/5535	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2016:02:54%20GMT	https://cdn.shopify.com/s/files/1/1612/9747/articles/02_grande_5d9853f1-e056-4c89-bff1-6f0326b275b2_400x.jpg?v=1480565165	C:/My%20Web%20Sites/porto/cdn.shopify.com/s/files/1/1612/9747/articles/02_grande_5d9853f1-e056-4c89-bff1-6f0326b275b2_400x4ee4.jpg	(from https://porto-demo2.myshopify.com/blogs/news/post-format-video)
